notice_id,notice_date,notice_path,repo_url,repo_owner,repo_name,repo_status,lineage_id,repo_role,parent_or_source_repo,offending_file_path,offending_file_name,target_scope,alleged_data_type,first_observed_repo_date,first_observed_offending_commit_date,removal_or_disable_date,github_repo_id,github_created_at,github_pushed_at,github_fork,github_parent,github_source,wayback_first_capture,wayback_capture_count,paper_title,doi,pubmed_id,paper_authors,evidence_urls,uploader_attribution,manual_review_needed,evidence_file
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/rover12421/JetbrainsPatchKeygen,rover12421,JetbrainsPatchKeygen,http_451,lineage_rover12421_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/rover12421/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_rover12421_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/hxy0107/JetbrainsPatchKeygen,hxy0107,JetbrainsPatchKeygen,http_451,lineage_hxy0107_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/hxy0107/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_hxy0107_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/fingul/JetbrainsPatchKeygen,fingul,JetbrainsPatchKeygen,http_451,lineage_fingul_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/fingul/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_fingul_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/zhouleo/JetbrainsPatchKeygen,zhouleo,JetbrainsPatchKeygen,http_451,lineage_zhouleo_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/zhouleo/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_zhouleo_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/yuyebin/JetbrainsPatchKeygen,yuyebin,JetbrainsPatchKeygen,http_451,lineage_yuyebin_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/yuyebin/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_yuyebin_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/wljcom/JetbrainsPatchKeygen,wljcom,JetbrainsPatchKeygen,http_451,lineage_wljcom_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/wljcom/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_wljcom_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/xgfone/JetbrainsPatchKeygen,xgfone,JetbrainsPatchKeygen,not_found_or_removed,lineage_xgfone_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/xgfone/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_xgfone_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/3psilowne/JetbrainsPatchKeygen,3psilowne,JetbrainsPatchKeygen,not_found_or_removed,lineage_3psilowne_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/3psilowne/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_3psilowne_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/magicyuuu/JetbrainsPatchKeygen,magicyuuu,JetbrainsPatchKeygen,http_451,lineage_magicyuuu_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/magicyuuu/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_magicyuuu_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/ESPARIS/JetbrainsPatchKeygen,ESPARIS,JetbrainsPatchKeygen,not_found_or_removed,lineage_esparis_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/ESPARIS/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_esparis_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/yoobright/JetbrainsPatchKeygen,yoobright,JetbrainsPatchKeygen,http_451,lineage_yoobright_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/yoobright/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_yoobright_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/BlancosWay/JetbrainsPatchKeygen,BlancosWay,JetbrainsPatchKeygen,not_found_or_removed,lineage_blancosway_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/BlancosWay/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_blancosway_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/JektonLuo/JetbrainsPatchKeygen,JektonLuo,JetbrainsPatchKeygen,http_451,lineage_jektonluo_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JektonLuo/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_jektonluo_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/Thram/JetbrainsPatchKeygen,Thram,JetbrainsPatchKeygen,http_451,lineage_thram_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/Thram/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_thram_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/huhu/JetbrainsPatchKeygen,huhu,JetbrainsPatchKeygen,http_451,lineage_huhu_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/huhu/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_huhu_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/jieah/JetbrainsPatchKeygen,jieah,JetbrainsPatchKeygen,http_451,lineage_jieah_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jieah/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_jieah_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/igrass/JetbrainsPatchKeygen,igrass,JetbrainsPatchKeygen,http_451,lineage_igrass_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/igrass/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_igrass_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/shuvigoss/JetbrainsPatchKeygen,shuvigoss,JetbrainsPatchKeygen,http_451,lineage_shuvigoss_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/shuvigoss/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_shuvigoss_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/cloudlander/JetbrainsPatchKeygen,cloudlander,JetbrainsPatchKeygen,http_451,lineage_cloudlander_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/cloudlander/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_cloudlander_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/ikezhenxu/JetbrainsPatchKeygen,ikezhenxu,JetbrainsPatchKeygen,http_451,lineage_ikezhenxu_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/ikezhenxu/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_ikezhenxu_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/shownhub/JetbrainsPatchKeygen,shownhub,JetbrainsPatchKeygen,http_451,lineage_shownhub_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/shownhub/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_shownhub_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/AsamQi/JetbrainsPatchKeygen,AsamQi,JetbrainsPatchKeygen,http_451,lineage_asamqi_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/AsamQi/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_asamqi_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/quangson91/JetbrainsPatchKeygen,quangson91,JetbrainsPatchKeygen,not_found_or_removed,lineage_quangson91_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/quangson91/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_quangson91_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/TakWolf/JetbrainsPatchKeygen,TakWolf,JetbrainsPatchKeygen,not_found_or_removed,lineage_takwolf_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/TakWolf/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_takwolf_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/fengchuichui/JetbrainsPatchKeygen,fengchuichui,JetbrainsPatchKeygen,http_451,lineage_fengchuichui_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/fengchuichui/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_fengchuichui_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/JiaoMing/JetbrainsPatchKeygen,JiaoMing,JetbrainsPatchKeygen,http_451,lineage_jiaoming_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JiaoMing/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_jiaoming_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/xgchen516/JetbrainsPatchKeygen,xgchen516,JetbrainsPatchKeygen,http_451,lineage_xgchen516_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/xgchen516/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_xgchen516_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/jeffacode/JetbrainsPatchKeygen,jeffacode,JetbrainsPatchKeygen,http_451,lineage_jeffacode_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jeffacode/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_jeffacode_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/is00hcw/JetbrainsPatchKeygen,is00hcw,JetbrainsPatchKeygen,http_451,lineage_is00hcw_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/is00hcw/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_is00hcw_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/hxf0801/JetbrainsPatchKeygen,hxf0801,JetbrainsPatchKeygen,not_found_or_removed,lineage_hxf0801_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/hxf0801/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_hxf0801_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/TongtongLiu/JetbrainsPatchKeygen,TongtongLiu,JetbrainsPatchKeygen,not_found_or_removed,lineage_tongtongliu_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/TongtongLiu/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_tongtongliu_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/AlexanderGarmash/JetbrainsPatchKeygen,AlexanderGarmash,JetbrainsPatchKeygen,not_found_or_removed,lineage_alexandergarmash_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/AlexanderGarmash/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_alexandergarmash_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/kuqoi/JetbrainsPatchKeygen,kuqoi,JetbrainsPatchKeygen,http_451,lineage_kuqoi_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/kuqoi/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_kuqoi_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/decohead/JetbrainsPatchKeygen,decohead,JetbrainsPatchKeygen,http_451,lineage_decohead_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/decohead/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_decohead_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/cntoby/JetbrainsPatchKeygen,cntoby,JetbrainsPatchKeygen,http_451,lineage_cntoby_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/cntoby/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_cntoby_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/passerby4j/JetbrainsPatchKeygen,passerby4j,JetbrainsPatchKeygen,http_451,lineage_passerby4j_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/passerby4j/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_passerby4j_jetbrainspatchkeygen.md
2015-07-06-jetbrains,2015-07-06,2015/2015-07-06-jetbrains.md,https://github.com/taherahmadi/JetbrainsPatchKeygen,taherahmadi,JetbrainsPatchKeygen,http_451,lineage_taherahmadi_jetbrainspatchkeygen,unknown,,,,repository,genotype; hospital_episode_statistics,,,2015-07-06,,,,,,,,0,,,,,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/taherahmadi/JetbrainsPatchKeygen,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,true,evidence/lineages/lineage_taherahmadi_jetbrainspatchkeygen.md
